,Title,Author,Published,Link
782,Mutual information-based sensor positioning for car cabin comfort control,"Hintea, D.",2011,https://pureportal.coventry.ac.uk/en/publications/mutual-information-based-sensor-positioning-for-car-cabin-comfort-2
783,Curiosity and engagement of postgraduate students in project management through creative game programming & design.,"Hocking, M.",2019,https://pureportal.coventry.ac.uk/en/publications/curiosity-and-engagement-of-postgraduate-students-in-project-mana
784,DEMAP-Staffordshire University and their Manufacturing Customers,"Hocking, M.",5 Jun 2014,https://pureportal.coventry.ac.uk/en/publications/demap-staffordshire-university-and-their-manufacturing-customers
785,A low-frequency electromagnetic probe for detection of corrosion in steel reinforced concrete.,"Hocking, M.",2009,https://pureportal.coventry.ac.uk/en/publications/a-low-frequency-electromagnetic-probe-for-detection-of-corrosion-
786,In a spin - technology transfer,"Hocking, M.",2008,https://pureportal.coventry.ac.uk/en/publications/in-a-spin-technology-transfer
787,Non-destructive detection of corrosion in steel reinforcement,"Hocking, M.",2008,https://pureportal.coventry.ac.uk/en/publications/non-destructive-detection-of-corrosion-in-steel-reinforcement-3
788,Non-destructive rust detection,"Hocking, M.",2008,https://pureportal.coventry.ac.uk/en/publications/non-destructive-rust-detection
789,Rust detection - the SciSite method,"Hocking, M.",2008,https://pureportal.coventry.ac.uk/en/publications/rust-detection-the-scisite-method
790,Non-destructive detection of corrosion in steel reinforcement,"Hocking, M.",2006,https://pureportal.coventry.ac.uk/en/publications/non-destructive-detection-of-corrosion-in-steel-reinforcement
791,Non-destructive Detection of Corrosion in Steel Reinforcement,"Hocking, M.",2006,https://pureportal.coventry.ac.uk/en/publications/non-destructive-detection-of-corrosion-in-steel-reinforcement-2
792,Cross-Layer Multipath Multichannel MAC protocol for MANETs,"Abdelshafy, M.",Jun 2018,https://pureportal.coventry.ac.uk/en/publications/cross-layer-multipath-multichannel-mac-protocol-for-manets
793,Performance evaluation of Receiver Directed Transmission protocol with a single transceiver in MANETs,"Abdelshafy, M.",4 May 2017,https://pureportal.coventry.ac.uk/en/publications/performance-evaluation-of-receiver-directed-transmission-protocol
794,Reliable Multipath Multi-channel Route Migration over Multi Link-Failure in Wireless Ad Hoc Networks,"Abdelshafy, M.",23 Nov 2017,https://pureportal.coventry.ac.uk/en/publications/reliable-multipath-multi-channel-route-migration-over-multi-link-
795,Resisting blackhole attacks on MANETs,"Abdelshafy, M.",Jan 2016,https://pureportal.coventry.ac.uk/en/publications/resisting-blackhole-attacks-on-manets
796,Dynamic Source Routing under Attacks,"Abdelshafy, M.",12 Oct 2015,https://pureportal.coventry.ac.uk/en/publications/dynamic-source-routing-under-attacks
797,AODV & SAODV under Attack: Performance Comparison,"Abdelshafy, M.",Jun 2014,https://pureportal.coventry.ac.uk/en/publications/aodv-amp-saodv-under-attack-performance-comparison
798,AODV Routing Protocol Performance Analysis under MANET Attacks,"Abdelshafy, M.",Jun 2014,https://pureportal.coventry.ac.uk/en/publications/aodv-routing-protocol-performance-analysis-under-manet-attacks
799,Resisting flooding attacks on AODV,"Abdelshafy, M.",Nov 2014,https://pureportal.coventry.ac.uk/en/publications/resisting-flooding-attacks-on-aodv
800,Analysis of security attacks on AODV routing,"Abdelshafy, M.",Dec 2013,https://pureportal.coventry.ac.uk/en/publications/analysis-of-security-attacks-on-aodv-routing
801,Analysis and Evaluations of Wireless LANs Security Protocols,"Abdelshafy, M.",Nov 2002,https://pureportal.coventry.ac.uk/en/publications/analysis-and-evaluations-of-wireless-lans-security-protocols
802,An Active Attack on Token-Based Security Protocol,"Abdelshafy, M.",Apr 2001,https://pureportal.coventry.ac.uk/en/publications/an-active-attack-on-token-based-security-protocol
803,A New Attack on Aziz-Diffie Security Protocol,"Abdelshafy, M.",Mar 2001,https://pureportal.coventry.ac.uk/en/publications/a-new-attack-on-aziz-diffie-security-protocol
804,Impact of Vehicle Headlights Radiation Pattern on Dynamic Vehicular VLC Channel,"Al-Sallami, F. M. Y.",15 May 2021,https://pureportal.coventry.ac.uk/en/publications/impact-of-vehicle-headlights-radiation-pattern-on-dynamic-vehicul
805,Statistical channel modelling of dynamic vehicular visible light communication system,"Al-Sallami, F. M. Y.",Jun 2021,https://pureportal.coventry.ac.uk/en/publications/statistical-channel-modelling-of-dynamic-vehicular-visible-light-
806,LDPC-Coded CAP with Spatial Diversity for UVLC Systems over Generalized-Gamma Fading Channel,"Ahmad, Z.",15 Jun 2020,https://pureportal.coventry.ac.uk/en/publications/ldpc-coded-cap-with-spatial-diversity-for-uvlc-systems-over-gener
807,Performance of Spatial Diversity DCO-OFDM in a Weak Turbulence Underwater Visible Light Communication Channel,"Ahmad, Z.",15 Apr 2020,https://pureportal.coventry.ac.uk/en/publications/performance-of-spatial-diversity-dco-ofdm-in-a-weak-turbulence-un
808,Precision Indoor Three-Dimensional Visible Light Positioning Using Receiver Diversity and Multilayer Perceptron Neural Network,"Mahmoud, A. A.",1 Dec 2020,https://pureportal.coventry.ac.uk/en/publications/precision-indoor-three-dimensional-visible-light-positioning-usin
809,对数正态分布衰落下的光OFDM 水下可见光通信空间分集系统,"Ahmad, Z.",25 Feb 2020,https://pureportal.coventry.ac.uk/en/publications/optical-ofdm-spatial-diversity-system-in-lognormal-fading-uvlc-ch
810,Indoor Intruder Tracking Using Visible Light Communications,"Al Sallami, F. M. Y.",21 Oct 2019,https://pureportal.coventry.ac.uk/en/publications/indoor-intruder-tracking-using-visible-light-communications
811,Optical spatial diversity for FSO communications,"Rajbhandari, S.",Jun 2019,https://pureportal.coventry.ac.uk/en/publications/optical-spatial-diversity-for-fso-communications
812,Regular-Shaped Geometry-Based Stochastic Model for Vehicle-to-Vehicle Visible Light Communication Channel,"Al Sallami, F. M. Y.",16 May 2019,https://pureportal.coventry.ac.uk/en/publications/regular-shaped-geometry-based-stochastic-model-for-vehicle-to-veh
813,Reducing Noise Pollution of Emergency Vehicle Sirens with an Early Warning System,"Ahmad, Z.",2018,https://pureportal.coventry.ac.uk/en/publications/reducing-noise-pollution-of-emergency-vehicle-sirens-with-an-earl
814,Scattering regimes for underwater optical wireless communications using Monte Carlo simulation,"Ahmad, Z.",2018,https://pureportal.coventry.ac.uk/en/publications/scattering-regimes-for-underwater-optical-wireless-communications
815,Demonstration of a multi-hop underwater visible light communication system,"Ahmad, Z.",4 Sep 2017,https://pureportal.coventry.ac.uk/en/publications/demonstration-of-a-multi-hop-underwater-visible-light-communicati
816,Design of a visible light communication system for deep sea divers based on analogue frequency modulation,"Ahmad, Z.",22 Sep 2016,https://pureportal.coventry.ac.uk/en/publications/design-of-a-visible-light-communication-system-for-deep-sea-diver-2
817,QoS within Business Grid Quality of Service (BGQoS),"Al Bodour, R.",Sep 2015,https://pureportal.coventry.ac.uk/en/publications/qos-within-business-grid-quality-of-service-bgqos-2
818,High level QoS-driven model for Grid applications in a simulated environment,"Al-Bodour, R.",Jul 2012,https://pureportal.coventry.ac.uk/en/publications/high-level-qos-driven-model-for-grid-applications-in-a-simulated--2
819,An extension of GridSim for quality of service,"Al Bodour, R.",14 Apr 2010,https://pureportal.coventry.ac.uk/en/publications/an-extension-of-gridsim-for-quality-of-service
820,A New Method for Semi-Supervised Segmentation of Satellite Images,"Sharifzadeh, S.",Mar 2021,https://pureportal.coventry.ac.uk/en/publications/a-new-method-for-semi-supervised-segmentation-of-satellite-images
821,FPGA-Based Processor Acceleration for Image Processing Applications,"Amiri, S.",13 Jan 2019,https://pureportal.coventry.ac.uk/en/publications/fpga-based-processor-acceleration-for-image-processing-applicatio
822,Simultaneous multiprocessing in a software-defined heterogeneous FPGA,"Amiri, S.",Aug 2019,https://pureportal.coventry.ac.uk/en/publications/simultaneous-multiprocessing-in-a-software-defined-heterogeneous-
823,Correction to: Simultaneous multiprocessing in a software-defined heterogeneous FPGA,"Amiri, S.",25 May 2018,https://pureportal.coventry.ac.uk/en/publications/correction-to-simultaneous-multiprocessing-in-a-software-defined-
824,Multi-precision convolutional neural networks on heterogeneous hardware,"Amiri, S.",Mar 2018,https://pureportal.coventry.ac.uk/en/publications/multi-precision-convolutional-neural-networks-on-heterogeneous-ha
825,Programmable Architectures for Histogram of Oriented Gradients Processing,"Amiri, M.",13 Oct 2018,https://pureportal.coventry.ac.uk/en/publications/programmable-architectures-for-histogram-of-oriented-gradients-pr
826,Workload Partitioning Strategy for Improved Parallelism on FPGA-CPU Heterogeneous Chips,"Amiri, S.",Aug 2018,https://pureportal.coventry.ac.uk/en/publications/workload-partitioning-strategy-for-improved-parallelism-on-fpga-c
827,FPGA-Based Soft-Core Processors for Image Processing Applications,"Amiri, M.",Apr 2017,https://pureportal.coventry.ac.uk/en/publications/fpga-based-soft-core-processors-for-image-processing-applications
828,Application of digital signal processing in discrimination of neutrons and gamma rays,"Amiri, M.",Jul 2015,https://pureportal.coventry.ac.uk/en/publications/application-of-digital-signal-processing-in-discrimination-of-neu
829,Neutron/gamma-ray discrimination through measures of fit,"Amiri, M.",Apr 2015,https://pureportal.coventry.ac.uk/en/publications/neutrongamma-ray-discrimination-through-measures-of-fit
830,Optimum filter-based discrimination of neutrons and gamma rays,"Amiri, M.",Apr 2015,https://pureportal.coventry.ac.uk/en/publications/optimum-filter-based-discrimination-of-neutrons-and-gamma-rays
831,Quick algorithms for real-time discrimination of neutrons and gamma rays,"Amiri, M.",Jan 2015,https://pureportal.coventry.ac.uk/en/publications/quick-algorithms-for-real-time-discrimination-of-neutrons-and-gam
832,Significant reliability improvement of NMR systems,"Amiri, M.",May 2015,https://pureportal.coventry.ac.uk/en/publications/significant-reliability-improvement-of-nmr-systems
833,A counter/discriminator of neutrons and gamma rays,"Amiri, M.",Aug 2014,https://pureportal.coventry.ac.uk/en/publications/a-counterdiscriminator-of-neutrons-and-gamma-rays
834,Digital data processing of stilbene,"Amiri, M.",30 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/digital-data-processing-of-stilbene
835,Digital two-parametric processing of the output data from radiation detectors,"Amiri, M.",Apr 2014,https://pureportal.coventry.ac.uk/en/publications/digital-two-parametric-processing-of-the-output-data-from-radiati
836,General solutions for MTTF and steady-state availability of NMR systems,"Amiri, M.",May 2014,https://pureportal.coventry.ac.uk/en/publications/general-solutions-for-mttf-and-steady-state-availability-of-nmr-s
837,"Safety evaluation of parallel, standby, and NMR systems","Amiri, M.",Oct 2014,https://pureportal.coventry.ac.uk/en/publications/safety-evaluation-of-parallel-standby-and-nmr-systems
838,Design of a simple reliable voter for modular redundancy implementations,"Amiri, M.",May 2013,https://pureportal.coventry.ac.uk/en/publications/design-of-a-simple-reliable-voter-for-modular-redundancy-implemen
839,Fault collapsing and test generation for a circuit,"Amiri, M.",Oct 2013,https://pureportal.coventry.ac.uk/en/publications/fault-collapsing-and-test-generation-for-a-circuit
840,Discrimination of neutron and photon signals using time and frequency domain data,"Amiri, M.",Apr 2012,https://pureportal.coventry.ac.uk/en/publications/discrimination-of-neutron-and-photon-signals-using-time-and-frequ
841,Quick algorithms to calculate mean time to failure and steady state availability of systems,"Amiri, M.",Oct 2012,https://pureportal.coventry.ac.uk/en/publications/quick-algorithms-to-calculate-mean-time-to-failure-and-steady-sta
